parse_cycles,queue_cycles
8747,174136
13695,115542
11254,79454
11339,119572
8545,133764
10572,68997
13879,153218
9712,99106
12744,170471
9598,70375
16541,64680
9861,150318
16904,83419
12186,101854
15474,178350
11227,109251
12930,138535
13851,63650
12981,60754
14320,205427
11835,134387
15752,145578
17655,99998
15447,129778
13771,94595
12224,98072
9221,82666
14051,91699
12298,88096
12395,190099
9207,92529
11162,63262
15367,116353
7738,94577
12290,148914
11682,70296
18359,168358
11058,135947
20143,58233
21968,54778
12268,125888
9665,130567
12748,85485
9110,179706
15152,145731
13466,85175
15508,87043
15664,98957
19284,81065
19430,88535
11950,93460
12908,73609
20255,47264
13680,209967
13141,78138
17915,45153
16958,130127
13477,75220
17903,89436
17020,104941
11053,189269
14937,97952
16613,173706
11382,114334
15183,88600
9059,105095
16110,96298
12283,82059
14815,75133
16587,63868
10301,107428
18612,118240
17269,83575
19116,56331
17399,71889
14015,106151
9487,95981
22245,134712
12839,87657
9510,135371
15607,140879
13782,225055
16392,109761
13719,76424
10467,109115
7756,71768
16623,84505
15834,70060
19025,63286
11917,148350
17020,239669
10035,170694
9831,44434
13839,179414
12584,150834
10356,109537
20938,131398
13283,79007
15267,65761
9752,150979
15877,71191
16026,66727
11859,119092
14439,68070
15656,119810
12121,102074
14859,98569
8640,44764
14854,56527
10769,126184
14732,75661
22357,80449
12587,100972
9123,118783
9072,73412
16372,80336
13586,87331
15324,79608
9554,151185
9048,65208
13390,79427
8522,188042
14064,90699
12615,86012
13176,64064
11169,79073
14276,109487
17996,119714
14790,75275
17169,62662
18126,76211
16330,88860
16120,70953
12327,218902
9605,89574
16272,58316
10837,50479
14189,64385
18660,78570
11297,105137
16620,80472
14334,87347
19180,86566
16993,162928
19767,100896
12359,96766
21205,39828
11605,190248
9192,110484
15694,77435
8870,224733
13981,83442
8430,52388
21263,84315
8921,187314
19746,172098
12020,216049
11207,153010
11654,73056
11041,105996
9905,73232
17233,98707
9678,110389
9339,101095
11627,102575
10923,107622
13431,69210
22228,148654
12590,133071
7696,42617
15270,178960
12817,78605
8679,155511
11593,50470
10543,128839
13022,228627
11718,76764
9583,108934
15168,118887
13836,127640
15401,75620
18497,71636
14163,113708
13185,50991
5675,85924
9549,121697
17338,98688
10392,75149
11018,114024
10905,72809
11846,103031
14120,115014
11727,97658
12924,103153
10259,81804
13440,58490
19937,105645
18334,58046
13485,91789
10713,90395
11717,95118
9022,248182
13113,105398
14175,43285
8583,89384
11666,170031
15771,265853
17763,72231
13168,67698
16942,110881
9914,116493
22128,101298
12422,43562
12214,64279
13848,89519
12857,67166
16049,79895
12040,93849
10957,77816
14095,80777
10620,40490
14619,96158
13866,105491
17681,146096
14160,108467
12430,100966
10395,73977
10180,73140
12623,58657
9197,76011
11615,164244
12248,166139
10330,206477
12653,43587
12841,56009
16203,109020
10818,192937
12021,191601
18058,84842
12913,64143
12352,44099
11695,70947
10923,156292
17396,110075
10035,72909
16706,132805
13117,139010
12447,78058
9612,113866
15385,78286
12915,99852
20462,173193
14151,132907
17821,110098
12352,193190
10446,126166
13176,72510
13337,145364
17151,254751
16423,105134
8165,130574
13628,48386
14198,103870
8915,81476
16416,99301
11257,119437
12233,124024
13557,125646
11109,123080
11180,56350
12129,124204
15774,196413
12886,137748
18116,125400
11956,95527
13225,155726
14407,83739
15197,120551
15906,113475
8892,60710
16621,102809
13151,237210
13077,242345
9176,75365
20707,68797
11874,120300
12185,92239
12218,128560
8854,131645
9719,62537
10303,185724
12961,83350
11834,177723
14260,118574
14237,138806
13168,66469
7502,116199
14030,146738
6217,195660
10809,59982
15976,101795
13583,345326
15170,71738
11287,139103
15512,79421
13768,62655
14645,53997
11976,53087
5799,90679
11020,164321
6552,69733
11895,107465
18154,197771
9128,64386
9239,75174
17377,251068
10096,112882
8385,103861
11097,214794
13280,64309
13554,130873
11558,168433
22038,106360
14460,55022
18700,90960
9542,181462
13583,133542
13549,125859
12614,87687
15369,42411
12722,81266
9994,46735
9395,115304
8652,132198
15329,81592
20868,106217
12145,84115
14668,64317
11061,130011
13144,103859
17011,102973
13894,110411
12065,90965
13355,100340
14113,74405
12625,92881
11544,152730
15203,66826
14302,31286
15863,59473
9665,107032
13776,153929
11093,64433
12101,59719
14224,99836
15865,158861
11420,70607
18082,43598
12524,153504
14116,71004
10803,139520
13095,68554
14558,65700
15595,72411
16476,133219
9220,95501
12482,71882
18883,96926
9984,78141
14713,231284
11933,92295
12011,135233
13029,74189
15372,113044
15342,150668
12871,90977
14800,69984
18298,124573
16469,47902
15277,68871
15255,51765
12089,85874
13029,135959
10387,100382
15091,69260
12578,69127
13602,80558
19333,98944
9977,167040
17774,124332
16728,152756
13511,148028
15319,205421
14616,65564
20749,112010
12389,59159
14863,50384
13441,135616
8578,67074
8090,82211
12490,82406
13066,99004
16965,154574
14351,103655
15320,148437
12915,80208
10093,67579
15580,191443
12381,106836
18373,86937
12612,84001
7251,243572
11347,132178
12534,101167
14795,176256
11844,54357
9431,96382
15826,157599
16333,165183
9287,70016
12499,68975
10944,75281
13108,68536
9409,88433
19315,55018
9756,110904
13696,138739
11426,135678
6783,111984
10228,100106
10657,199811
12090,100035
7571,74990
14697,129380
12066,144518
15549,166650
18564,205476
11192,78463
17046,125820
8883,120628
14791,82379
13317,124456
12331,136284
13067,71855
16393,44182
12969,156938
10819,56875
9434,39506
13173,95969
14872,64746
21150,68071
11855,54904
13045,64078
14788,115716
9737,83809
11156,125191
14215,163702
14185,134886
9665,43564
20266,47423
10914,49310
24090,230737
8766,151016
9689,121296
16018,208299
11753,64528
11191,126195
15594,78564
12854,67421
7975,60334
11292,95538
16321,125723
16129,108681
16082,125425
12488,90811
11244,91800
17591,78421
11383,43398
11775,73889
11728,164579
13517,67710
13195,84283
14154,90201
12624,64210
9152,78099
15544,79500
8983,90915
8916,77774
9278,105443
13022,61917
11559,77359
16867,174201
16484,84754
9473,91312
10648,126289
16517,104738
14134,87969
9367,51039
17337,132212
11158,77711
18631,50641
10980,107445
14809,169096
12689,84514
9609,234162
14964,112525
9882,126672
13633,237217
14320,87041
14102,119403
13114,173222
8803,57453
14213,100519
12041,151427
19988,95794
16600,73821
10180,114924
16632,83925
13936,90817
13624,120398
15063,50325
20751,120583
13311,98920
10131,179128
10236,89779
12177,103782
12158,76888
10909,71164
14889,48525
16655,65737
8469,196498
14457,205294
9982,55901
18440,205281
13018,166197
19664,62596
13922,57727
14078,176892
10598,94098
14154,123754
15959,80407
17027,82356
16873,95200
14548,79424
10086,81033
12260,50740
8855,138663
13487,112541
12366,89825
13042,93480
9963,85538
12787,44160
16697,92927
14365,32552
11093,130094
12463,49501
19677,136442
15055,119128
14656,63080
11602,63367
13020,231987
12606,85500
8238,87895
7796,75180
12908,80114
16470,134246
11101,148925
11381,65107
9852,126526
14587,71252
15013,93667
10834,184944
14320,95954
12830,140580
8261,74252
19554,84873
13836,97422
16875,101883
9027,55137
11777,70946
8468,39965
13178,45401
18687,97227
13931,103103
13111,135165
11262,96180
21166,92878
14358,112052
9753,119355
9743,77509
16796,82390
13939,138211
17055,63388
13864,88450
10073,100218
10237,142760
10902,141681
10560,108279
18003,122655
11287,103353
9360,85666
7729,86716
13867,126009
14703,65840
16885,76643
15421,44144
13170,143584
11397,114926
19774,139552
13826,63192
11317,76985
12409,112182
20870,84197
13494,70146
12491,127482
9807,92709
18203,59511
14020,33122
10534,113916
11955,59275
18207,146576
15799,75693
16505,60376
9996,70656
16462,67240
13793,86938
12872,112694
10811,112837
10169,91339
15081,121292
8721,211416
16601,101421
7396,40564
14536,91494
18202,107354
10005,290132
11373,126545
20430,85762
9635,152143
23687,188109
12307,84673
12086,150265
15046,217933
13530,151638
14176,122336
14891,125699
12850,74801
13808,68705
15721,95382
12005,67804
13563,211792
6477,93611
16377,99727
18405,88598
13327,78709
7714,106937
18379,85077
9102,139298
12417,83503
12613,143317
17699,94847
10135,79069
17416,98623
13072,143591
13149,110003
8010,50500
12832,97951
13311,154943
17881,102161
10937,200378
11842,70743
14170,49896
13345,114339
16135,138194
17668,178721
15175,131022
10417,66772
10668,81429
13021,114667
17249,130448
9464,45229
20147,73221
12313,70642
12845,81661
10192,49302
16931,116427
15792,103957
10555,113858
15028,131658
12836,75615
13010,92772
16042,61387
8913,84953
11338,127316
11335,89154
16088,98650
10637,109901
11226,81147
16481,105960
16218,219901
11846,116058
10091,97531
10230,124589
15279,113410
17126,53085
17077,57647
15481,45640
13047,43735
14807,133785
10152,133480
17178,118434
14554,120679
11708,135481
9854,203160
16928,130702
15821,109437
8940,86035
12821,102177
15059,62141
15514,101728
10640,59307
14152,163390
8896,43677
11670,72999
11073,97164
17107,76031
12983,55143
23921,136769
10926,143218
9985,52527
11689,128662
12676,65448
11698,123295
15331,121285
10516,93716
13906,125830
14830,71950
13026,154760
10109,77269
10394,165491
10034,170445
8978,104044
12193,78992
18194,233980
13707,103275
11105,56976
23949,72515
11239,122718
15697,193748
11054,130497
12766,59058
12349,85194
11730,134032
13544,96925
9273,108226
15907,109417
16096,102186
9498,33607
9719,75919
15364,108824
13709,86918
13834,115137
17259,75286
9629,50784
13749,69528
14798,139384
16471,105152
9850,112613
13690,124607
11679,92361
17383,117618
13123,63546
9663,134862
14468,120427
13920,88663
10825,105252
13949,103068
11866,60206
13027,78656
22603,85147
14512,157733
18155,97368
11873,62285
16264,127130
22991,107706
17079,97194
15181,86256
12942,62997
15533,101839
8393,55104
19128,132170
11603,237452
13460,76000
14727,128496
11048,54703
8607,123304
16183,106626
12212,55115
20153,122749
16816,68066
14946,123754
9869,183065
13067,36572
16597,168436
8430,131501
14582,105948
10316,91678
11264,113293
19411,76074
16408,118595
11277,75705
17304,85421
14175,58874
12378,63306
8662,222652
13203,67268
11601,123116
16457,105364
13343,149287
10422,83588
9637,125994
10458,33733
16068,61018
23446,86029
12808,144515
7980,73203
14668,101921
13844,119465
12092,80260
11162,85593
15077,98457
18192,59473
16570,70662
10832,77409
12667,93770
9995,90673
13037,119020
20234,96956
8179,50771
14485,90416
15995,82516
11861,84634
18439,107248
11120,94140
12965,82762
7893,119135
10993,120906
11411,48982
15302,110861
11289,53032
16847,123974
14837,52314
11421,184579
14799,88803
10750,163327
12679,134819
12314,98604
15269,126382
17402,92177
15194,117400
9557,92535
15157,87226
12084,93726
13216,113337
14561,93513
16562,42961
11386,116154
11458,31729
18765,178193
9527,87603
15061,76330
17302,146967
9213,110023
8163,115718
10515,105212
8121,167885
13024,158386
13307,68008
9537,70114
11056,96851
12602,132597
25051,108354
9812,59003
12627,219820
20393,91901
12671,216080
11176,198533
10387,118652
11282,105117
20653,102015
11715,153276
12329,77422
11383,64824
22727,57057
12155,46711
14224,123433
16346,61266
10618,151600
10700,114798
13297,168179
9799,74560
8333,88377
11845,123756
16224,93752
19188,149440
10353,49711
16118,55858
15201,102789
15403,137014
7273,51854
7638,105306
17585,57838
12708,60950
18194,124381
13466,71932
10691,55750
17575,124898
8919,140203
13870,65227
18541,49812
10410,24770
9375,162712
17070,104897
11121,41255
15811,59064
18242,59832
14184,113672
11337,181922
13823,46249
13173,44107
14199,63771
8287,54051
14135,73105
12512,75050
7212,75001
6830,52984
11117,116697
9378,151514
11326,67141
12662,176296
10576,158370
10092,62979
14521,124290
11355,82878
9377,45904
6707,142084
18478,63587
12295,61371
21746,57016
10911,86570
14334,57994
10124,74713
15579,125780
9120,107745
13671,122040
7996,168678
10518,74714
14069,73916
15485,118880
8206,61554
12135,88871
10188,38791
12260,68283
15358,84022
10855,92179
13183,122340
8369,118003
15195,39068
13591,53165
10964,128871
12752,54521
8572,38813
8305,109583
11641,97007
9792,77070
19203,88986
17999,69993
12760,89662
15965,103537
13535,162094
10847,100060
11533,368591
13333,119447
9273,76713
10562,73022
14844,48296
8694,107359
15368,156392
20146,70415
7061,146917
14910,180883
13393,146541
15215,46748
14557,89984
14414,76576
9729,70728
12151,123321
13636,76326
11589,106343
11475,117398
13903,86724
14796,92340
8321,77783
9696,100854
20757,99730
11418,79418
9756,149982
11210,63237
11963,90293
12655,160959
13062,76219
21446,135920
12977,34031
12638,110611
12776,73628
8421,172833
17269,123843
12745,160302
17400,25712
16863,117570
11498,22039
7434,85243
11697,53476
22130,100688
22228,39995
9351,67938
12903,82945
13574,89823
12754,204513
15198,89264
19237,149715
14512,86209
13063,106247
11167,28134
8082,82043
10136,101836
9050,87568
14329,74813
13603,59452
12356,64635
8621,102568
9469,196725
14268,100432
15355,35474
12038,191306
14656,42766
22977,89514
11601,150488
10365,77381
8686,133639
18922,136031
9792,109095
11742,77498
10712,111043
13926,138990
12866,155010
24172,38129
12765,93530
14882,78635
12045,81091
13956,100198
12163,71343
17727,140759
11775,93467
12372,131279
15132,96952
10820,133254
15270,86416
11186,107435
18071,101764
18126,105795
12451,79433
18330,54817
14882,65079
10868,110664
13302,199756
14046,159964
10166,202350
9483,107973
11522,51152
10261,83037
12846,114612
9779,121897
20586,76053
12260,110929
10615,131788
9425,72979
17345,140127
15148,82946
14840,118906
13255,70538
12374,189919
10136,107100
11912,126683
14554,163884
14423,74280
14934,66673
19512,67492
9963,89756
13216,145849
15476,73376
10618,151509
23007,90066
16408,69890
13746,178904
11151,188096
12756,135348
16104,89362
9931,91811
11486,72896
13277,70587
14507,72027
7725,88145
15691,273044
13263,76316
10734,75103
13490,96907
10277,87016
10748,146505
12169,184115
9530,103866
11203,70080
9625,113329
9882,85655
19980,135954
12165,83357
14482,96919
24251,88639
16855,91813
10746,89284
15895,77019
13602,85000
17883,237940
10672,91748
9813,85250
13306,66253
10120,129573
12438,71462
13374,80557
12279,112741
9214,130327
13019,140091
11523,87661
9333,107072
18688,178087
12185,125837
14235,84101
15012,80202
12587,68150
15766,160614
8754,119078
13580,55487
11865,66022
14170,137575
16063,47746
16716,81728
13562,77008
9474,156621
15435,293595
16471,71691
14651,98894
9719,192554
11699,71059
12924,68939
11382,82190
9359,80315
14447,121223
13101,93535
14939,53624
19241,35076
12951,129780
10187,61305
16832,83326
15672,79170
10485,73428
18040,109490
15384,102445
15798,77490
11178,110715
12253,122307
12652,152032
14666,57240
9098,125200
9439,35118
10519,132604
18319,51418
8467,183508
15484,120449
21195,72757
13506,97143
12642,72892
11658,101976
14668,200933
16364,85210
14161,64000
12628,142679
15916,98583
11164,158222
11255,100529
9908,83556
13961,131480
18869,207941
16028,108182
18355,132027
10080,98740
9484,108777
12060,69378
14046,100519
12127,165418
8182,96830
11399,38052
17223,159589
9531,74928
11790,191429
13495,85343
10074,116776
14095,127171
6167,98023
13059,38906
13226,91108
11744,111371
11178,54921
13103,46533
8829,206614
12663,36171
12215,75671
15688,127831
16021,71694
10932,63672
11899,90254
11923,42190
12471,80601
9368,105007
14319,147068
9784,49801
13908,104434
8395,185073
9248,121516
10979,82645
10777,45514
9216,51865
21857,65961
7830,80178
9909,120032
13535,88020
7169,70239
11783,97850
10769,93528
10981,47268
9129,50132
14984,121837
11060,111358
11741,82787
16174,128080
17101,110182
10985,96269
12926,162623
10026,54287
13711,67353
18130,134961
19300,112995
13492,103631
16341,115779
12503,67254
14121,66649
14795,122730
17950,225935
13822,65850
12535,91864
15986,102893
14558,79581
17098,125762
12476,156998
12363,112533
11816,140984
15389,74516
11909,46972
9872,59041
19573,101689
19024,106021
15871,81994
11485,127032
12892,165113
15518,89245
11723,73458
10469,110325
15753,64892
8506,117771
13173,57829
11674,99201
13828,119320
11430,72221
14410,74859
9871,181250
11999,95296
17441,93103
12498,130398
11673,65911
17693,140980
15406,153884
11785,69746
13780,65883
16198,76424
11617,114639
15427,88135
9485,160564
9037,82524
13122,81360
11987,80848
12632,58601
17412,76073
10094,63994
11478,113298
15640,73419
13686,133670
13244,90539
14853,179796
14918,198739
15077,69121
9862,54610
16033,178857
11938,130408
10695,76475
8538,112483
13305,52343
13020,105150
11482,59480
12939,106709
15044,194163
15196,142129
15133,63467
15634,81024
12520,193156
12703,77804
12478,141431
10491,133285
14489,131955
10096,166307
14997,68247
17311,71366
9545,107227
16583,84807
9548,129682
10293,48886
9944,131746
17143,151792
11701,113646
15199,67310
11152,129590
17112,104335
13530,120848
12812,80848
11816,62925
20947,107676
13246,218386
8666,44139
10229,53126
13658,123727
14288,143827
11951,114387
13785,87726
11708,133510
13731,170519
13183,48984
10780,124230
13593,99509
11156,118252
11706,137866
16290,132498
12186,50182
10395,70084
10328,118562
13500,94031
11032,165032
16345,155830
7547,70008
11656,78579
9094,100641
14636,111443
22064,196424
15334,51387
17872,55514
17563,99902
8750,100205
18903,129237
10149,169016
16470,78565
11436,75950
14694,90793
14962,39965
11871,89577
14270,111125
15623,103360
13037,106809
15069,98789
15770,64783
11018,157133
12867,92913
9789,54436
18954,103115
11778,81069
15342,98307
11899,117827
12737,66726
15468,122701
13890,85382
9336,246526
15748,115041
10781,80058
14339,117496
9583,93024
13976,90333
10719,82832
15789,97868
17315,89858
12688,45336
11497,60386
9381,57766
12916,141867
10064,69190
7070,120619
14827,132992
14401,65220
17904,86723
14034,77932
13008,157772
12315,94070
7313,110259
19798,80180
11023,116642
6192,96301
14877,121558
13529,48112
9962,124568
9071,83151
14682,165087
13570,87681
14501,93401
14635,108244
10849,95862
13012,82715
9858,97090
15176,94810
11553,96975
10381,77796
7186,74144
11826,100913
20099,104109
11993,75687
14924,73710
11859,131809
12186,41726
11247,85681
10227,45371
11586,96757
14538,129087
16231,210867
13809,74199
11288,157673
13318,140409
10524,81973
15446,65115
13016,80706
14372,57240
18866,133675
14332,84428
10917,76088
8838,105066
14941,90251
11512,126843
13251,148763
11035,99287
15828,104445
12361,59046
10443,132908
19911,79229
12903,61368
18579,78037
19563,81006
10480,187517
10329,73532
12350,71541
9645,52764
12580,84667
14697,163445
10576,100444
14460,47950
9974,56662
7974,71205
12325,66053
12300,100084
11902,164650
14047,112052
14194,93301
13655,84893
22806,84697
12428,214923
14962,46647
10318,61718
9318,51683
14117,123679
8738,285929
14977,138298
16443,119908
10154,69421
11332,239722
11006,91426
10656,100297
17203,110758
10252,70953
11445,73838
12518,49989
11781,222432
10374,146933
11253,162120
12309,73339
14203,111411
16871,70748
13353,35393
13789,91188
11779,70559
19323,75142
12379,64730
11146,68830
9524,84558
13883,102569
10703,59955
15505,185088
11623,31440
10708,56872
11972,90152
18624,165403
7097,88176
11640,41178
8548,114358
17908,131815
11463,113392
13540,49901
10879,56747
12751,114514
9522,208238
12825,143458
10808,146295
10584,60135
12795,38582
18339,100395
11848,61556
21161,77529
12993,82107
13769,89994
8839,107709
14607,83553
13946,66938
16105,189342
11805,107690
18017,66819
12865,161080
16427,105821
17002,105200
13698,159863
11286,92097
12722,36870
11477,50208
14014,84021
11697,59425
5683,88663
11577,128443
12003,93114
10004,81019
11373,97680
14226,66203
13924,70619
9348,196964
16182,94730
17294,116844
16712,281695
10660,262605
13744,66692
13092,78057
14264,134358
11614,66293
23703,75245
10305,68827
19185,93138
9039,113320
19969,76000
18435,118155
15340,68150
10171,47936
16644,94045
12429,60749
10351,137489
12490,122881
16483,61017
11899,78749
10544,55776
13354,149997
16160,33310
13508,131443
12834,116898
9562,70285
13915,87820
19165,97644
10455,77772
12155,84094
17669,77418
13587,82173
19319,113856
9009,172630
9718,134742
15566,134934
15071,118402
11412,47977
19074,117637
19341,35442
12248,120690
11938,68654
12718,133617
9664,143778
14793,83066
10839,112188
11599,63898
14294,77789
16579,104760
15851,106386
23904,114363
13413,117687
15101,59759
14789,106368
10496,76404
14065,92927
10542,255013
12675,193249
9983,239193
8761,113499
12601,87486
15575,134968
10392,145957
13041,104143
10006,54412
27410,99497
12880,82570
12775,152697
24322,81230
11486,116518
13930,153042
15787,78421
15210,117847
14021,125513
9477,150302
12118,153555
9856,75013
13695,42331
8839,77157
20524,48757
20192,114978
7759,94999
8952,88572
10658,125406
9550,89207
18750,113623
15268,184552
13129,100702
19453,125741
13831,94299
13709,44804
14883,124594
13586,99959
15696,81690
9138,95826
13847,140219
10145,83995
10176,103639
12421,99118
14057,60863
12136,190189
16795,47791
12373,100483
16989,91050
12480,80075
12064,127979
8572,73919
10770,83636
15117,85424
7697,168862
8928,74208
10179,76975
11246,96411
14680,59282
12784,73360
8332,46265
13276,143527
18454,146350
15693,57641
21233,66344
9087,81892
11399,76123
17520,69875
10380,101633
20061,75013
13257,81470
10113,78507
14806,79685
11269,98093
12333,112733
11368,127742
13277,153519
17066,98884
14859,57084
13463,119178
17190,86526
10335,74823
11071,91820
9881,52145
10062,112017
13785,112389
10888,152146
13728,124450
12028,55133
11677,101861
13515,107628
16411,142991
12427,91671
15378,91743
18501,110058
14920,71791
8154,115439
10164,123597
6063,154740
12467,45799
11220,56714
12289,88651
15760,35460
11518,84949
12447,54408
11438,92275
13500,98736
11305,139140
12054,77157
9228,144251
12009,97793
10835,174461
17056,75196
11870,104727
9871,120783
11871,57800
12540,59696
11527,105573
16008,52907
12508,85823
6858,94528
15042,126923
10574,148316
15462,27604
13668,184930
9809,179154
13712,65230
9446,111053
15264,55772
12445,69834
15406,177205
11256,69193
8127,68974
10205,87711
12573,98705
11816,103887
10122,220167
10632,123137
12722,92473
13389,124336
12529,195573
10907,90166
9407,92800
12937,72292
12973,97120
12108,64149
11756,74923
15012,109119
15446,92016
16276,126510
12176,59304
9438,80891
11652,60980
15338,122914
10347,191826
24479,78564
11700,216692
17298,101195
10106,166642
14526,100695
16581,125721
13666,123087
12440,55056
11243,95098
9001,215406
12395,76203
12620,73869
22077,105556
11531,79170
15367,207850
22060,74165
10822,115672
14828,99906
10918,103860
7555,61044
11263,90804
8610,73541
13146,90179
12454,118961
16814,81382
18310,114084
15219,96405
11103,152962
12673,86827
16013,127818
13265,85652
9884,81624
9679,60585
13499,122314
13692,95830
12855,127600
14787,114352
11522,79552
11445,43092
13981,80207
10300,180454
14691,138188
12552,92160
12730,61748
13055,84928
19255,75716
14055,73537
12281,101864
10743,81551
13712,157916
14006,89234
14699,97379
9161,95378
8436,60606
15928,56714
9477,67568
10803,132241
11601,88920
11452,53856
16542,115372
13162,197320
10995,81725
12110,99540
26331,70623
11032,163661
12233,85550
8885,176532
16490,252775
9599,60853
11580,97230
15686,80920
8533,88398
12024,125681
14520,51104
7616,134895
11488,69748
16950,90113
12722,161191
9821,154030
10129,70942
14654,70358
12889,82697
11890,91200
15562,121930
17378,111053
12950,60186
15274,70867
10046,122764
15956,60561
17381,150560
12214,84160
11722,150204
7345,74308
14725,91425
13162,112720
10251,110166
13993,85826
14756,60957
7942,69743
10006,91234
13666,93796
11266,64126
10010,134938
10974,69510
11973,120168
14778,63872
11984,72740
23474,152594
13540,69686
22235,204189
10061,206862
12989,89577
13287,117390
21893,125458
24909,68771
6722,117669
12225,92028
13138,138508
7163,53919
14473,63858
19042,100279
14008,164032
13840,65562
12143,75831
15137,90173
16061,92572
14280,89778
16113,129465
8997,54021
14245,107253
11464,73416
18367,60486
16024,109309
10723,50346
9407,117898
8494,92296
9754,76523
11971,111844
9253,125177
14055,110411
12126,49125
11057,259324
15069,104941
14588,121710
10923,101089
14366,355699
14274,49629
13628,97955
12339,92786
15331,81945
9022,75711
5936,212145
12186,132365
14895,98118
13925,113474
14457,108051
11109,128647
14894,64959
10380,97077
8022,79901
12189,143138
18838,91659
16347,77250
19000,112260
12683,47738
12608,78347
18374,98536
9395,69596
9271,85616
10766,146613
12862,151484
16655,83923
12161,104101
9950,136500
8069,220901
18081,83798
17068,126057
14249,92798
14824,58222
12503,71199
13809,74533
11536,80353
9772,188354
16052,117803
17951,79830
11339,94247
12649,97944
11639,107976
6982,61041
12233,49924
9790,81966
17424,161089
12672,118013
16502,218324
11628,121742
11757,147305
17638,98410
18773,118490
13110,296702
20121,85191
10117,138210
9804,43432
8572,243253
14590,42006
17735,88176
11656,88690
12641,68983
10946,109599
10278,101244
11726,174197
10877,133612
12417,67152
12466,94204
8427,79373
14506,233932
10945,119865
16757,86300
8747,152413
8533,185137
15612,86916
15950,180331
10502,114019
10189,85212
13241,121946
14818,76751
16114,87491
17685,116012
20156,139622
13489,82605
11308,79103
9244,159629
12269,55991
14746,182314
10526,58684
13015,44948
9702,77895
10005,132119
12167,115531
8728,78980
10175,107316
12871,172860
12661,88057
17205,71960
16163,184708
10241,104736
9271,134417
17116,84978
9171,151573
18793,65870
9399,99048
9027,95130
7547,94647
11965,137218
12257,79808
16703,98268
13080,157803
11487,160258
11928,36301
19026,74497
11054,94685
7749,93699
11636,122825
8641,32348
10788,100626
19200,173277
13366,58592
9762,136102
11882,72496
9353,131449
9888,82798
13013,46906
10483,55142
11309,79413
12264,95323
7693,60593
16363,50861
12973,96345
12303,100885
16833,95171
8752,144447
10814,63227
16043,99590
10983,52911
7308,91068
13802,61589
15772,128549
11024,97124
14137,108713
9614,153856
12522,71865
15244,93162
16533,94833
9606,58445
13682,138437
16924,78712
9126,73309
12514,90339
15766,41398
14424,70230
25520,121094
13190,99668
14594,84956
15304,40098
15527,67867
9541,106753
10950,72326
12981,112488
9331,196187
16083,157297
10716,137825
18809,114783
13780,183838
9791,43396
9331,59188
16714,155217
15405,121129
17155,107294
16427,88940
10833,88470
14131,73872
14591,87561
10337,112065
13957,119867
10434,131863
14683,156929
10880,103623
14750,97047
13368,214771
10565,124121
12597,201249
10898,108347
17806,197048
13800,54417
13747,150666
14945,152063
14410,115191
17873,305337
9590,98786
11463,108715
18753,174563
16574,71674
12380,103686
12784,125233
11542,90863
13753,205374
10710,66612
17327,81193
14916,101127
9003,135901
10596,107675
11322,162492
12881,238320
10252,79479
14746,149820
11164,101902
15824,42682
11141,54602
13368,139668
19619,92380
9796,38281
13284,58273
13262,50039
12773,48460
10775,65821
11552,71080
12408,89189
17061,70602
18600,54042
8559,149238
10316,100624
18977,66911
12482,81446
9336,123462
8010,91995
16988,131558
13706,72880
18854,48591
15400,154956
15342,78050
12908,90471
15549,49562
7853,92206
7995,47308
10105,61635
11519,169655
9724,79775
12092,85029
9217,61829
10531,90512
7831,70272
12802,152439
13910,91352
9554,43572
13882,98227
12336,82109
10916,73457
7860,60346
15643,105159
14001,97256
11427,78867
12867,101264
10791,34731
10985,88106
10474,101148
16774,86279
12196,44807
13401,140456
8272,101524
18299,115065
23650,59021
12458,86773
11625,82154
18766,59881
15631,83870
9387,141597
9830,67583
10694,116436
21324,113892
14870,196757
14215,56311
13536,75977
11861,130975
14058,115325
14295,98536
10503,80558
12085,63591
12597,158801
10611,206461
7148,187034
25761,62598
12582,87814
16314,72830
13507,101528
7494,86607
10105,104182
19184,89071
12652,53441
14265,87588
11107,48343
10348,200818
14191,91933
22300,74916
25890,45091
12883,301039
8354,102386
17741,103576
12002,91901
18237,80289
14228,80571
17789,114477
28772,117157
17914,87175
18885,184650
12267,120354
9978,135357
14034,55474
12103,88274
7905,84863
12768,199866
9458,87898
15098,76259
15955,89779
14458,89712
10236,47386
9673,66004
12051,113823
9913,123917
10358,101778
12908,156064
14144,92778
18637,70637
18961,47142
13626,57095
13850,55441
8499,51723
18346,57702
20645,45496
8157,165606
10491,80158
18028,142173
13292,111916
14404,126768
8310,145584
12548,90370
11491,79619
12322,95537
18047,84103
11961,65556
17822,147263
8849,48572
10945,71225
10655,124885
11415,172837
13371,98189
16113,136067
21847,100138
10828,101528
16358,40195
13031,122257
11380,71735
15244,82008
10727,71354
17421,80547
13566,105401
17291,121189
14635,158436
17168,127214
14344,118895
12385,151812
12856,111735
20625,131528
13269,66035
15686,61023
15821,76471
10670,204336
20864,99419
25794,94783
10117,206109
16894,73382
11599,78869
10357,144095
8125,49915
10552,68836
13532,155636
20213,106905
14454,71467
18439,88754
14664,47269
11658,63775
11742,76586
9940,160231
14837,104996
13075,50013
14793,97963
9847,95869
15331,125829
22966,90610
15544,160719
13732,137807
14220,58569
12787,125306
12036,135290
11992,64417
7998,113613
8578,91137
15276,85748
